,Poster,Likes_count,Liker
0,rachelmsavage,18,TheEconomist
1,DanRosenheck,8,TheEconomist
2,LahartJack,14,TheEconomist
3,thrasherxy,16,TheEconomist
4,TheEconomist,12,TheEconomist
5,QuoraSessions,2,TheEconomist
6,gadyepstein,17,TheEconomist
7,nytimesworld,11,TheEconomist
8,ryanavent,43,TheEconomist
9,stevenmazie,14,TheEconomist
10,HetanShah,10,TheEconomist
11,Eaterofsun,5,TheEconomist
12,ThirdWayMattB,13,TheEconomist
13,MerriamWebster,19,TheEconomist
14,notscientific,12,TheEconomist
15,hco96,18,TheEconomist
