,Poster,Likes_count,Liker
0,oneunderscore__,9,jsploit
1,JessJensen1,18,jsploit
2,todayininfosec,2,jsploit
3,thegrugq,3,jsploit
4,MalwareTechBlog,4,jsploit
5,certaspessoa,16,jsploit
6,clayroutledge,1,jsploit
7,r0t1v,9,jsploit
8,cnnbrk,2,jsploit
9,NCCGroupplc,2,jsploit
10,disclosedh1,17,jsploit
11,tqbf,5,jsploit
12,mcclure111,5,jsploit
13,whitneytrettien,4,jsploit
14,badthingsdaily,11,jsploit
15,VickerySec,1,jsploit
16,KlumeScribbles,2,jsploit
17,i0n1c,4,jsploit
18,BoringEnormous,16,jsploit
19,BNONews,35,jsploit
20,Hacker0x01,6,jsploit
21,RMac18,20,jsploit
22,radareorg,2,jsploit
23,nathanfielder,4,jsploit
24,ummjackson,2,jsploit
25,apiecebyguy,16,jsploit
26,RidT,14,jsploit
27,highmeh,1,jsploit
28,0xACB,6,jsploit
29,JRoosen,9,jsploit
30,0xdade,22,jsploit
31,it4sec,2,jsploit
32,ashk4n,14,jsploit
33,OverSoftNL,2,jsploit
34,aoighost,15,jsploit
35,donie,11,jsploit
